"slug","refInterna","nome","concelho","estado","promotor","tipologias","conclusaoAno","conclusaoMes","conclusao","preco_m2","precoPedido","notas","link","lat","lng","isEmpreendimento","docs","ownerNome","ownerTelefone","ownerTelemovel","contactos"
"bonart-homes","","BONART HOMES","PORTO","em_construcao","NOREON","T0 | T1 | T2 | T3 | T3 DUP","2027","12","2027","","","Apartamentos T0 a T3 duplex","http://bonart.pt","41.14975548981146","-8.593481086508765","1","[]","","","",""
"edificio-nasoni","","EDIFICIO NASONI","PORTO","em_construcao","","T1 | T2","2027","12","2027","","","61 Apartamentos T1/T2","https://www.replica.pt/empreendimentos/detalhe/edificio-nasoni_534/pt","41.16997484377902","-8.579081889677575","1","[]","","","",""
"ferreira-castro-flats","","FERREIRA CASTRO FLATS","PORTO","em_construcao","PORTOBAIXA","T0 | T1 | T2 | T3","2026","12","2026","","","38 Apartamentos T0/T1/T2/T3","https://portobaixa.pt","41.15092817890355","-8.593203933652424","1","[]","","","",""
"guerra-junqueiro---gj-432","","GUERRA JUNQUEIRO - GJ 432","PORTO","licenciado","PORTOBAIXA","T2 | T3","2028","12","2028","","","5 Apartamentos T2/T3 - 1 apt por piso","https://portobaixa.pt","41.15699358401292","-8.636762289678124","1","[]","","","",""
"cartes-l3","","CARTES L3","PORTO","licenciado","CARMAM INVESTIMENTOS IMOBILIÁRIOS","T0 | T1","2028","12","2028","","","Apartamentos T0/T1","https://carfam.pt/projectos-em-desenvolvimento/cartes-l3/","41.16140986278274","-8.57400901851421","1","[]","","","",""
"eden","","EDEN","PORTO","em_construcao","NOMAD","T1 | T2 | T3 | T4 | T5","2027","12","2027","","","O empreendimento é composto por 43 apartamentos, com tipologias que variam de T1 a T5+ (coberturas).
Investimento: O valor dos apartamentos varia entre os 740 mil euros e os 5,1 milhões de euros, dependendo da tipologia e características","https://www.nomadeden.com","41.16351582742485","-8.677519848431455","1","[]","","","",""
"ouro-valley","","OURO VALLEY","GONDOMAR","em_construcao","GFH (Global Financial Housing)","T2 | T3","2027","12","2027","","","Total de Frações e Tipologias: O condomínio é constituído por 4 blocos residenciais distintos, totalizando 219 apartamentos. As tipologias disponíveis são T2 e T3.","https://gfh.pt/pt/portfolio/ouro-valley/","41.166472610941376","-8.549377901404133","1","[]","","","",""
"limites-de-espinho","","LIMITES DE ESPINHO","ESPINHO","em_construcao","PURO IMPACTO LDA","T2","2027","12","2027","","","16 Apartamentos T2/T3","https://remax.pt/pt/empreendimento/empreendimento-rua-dos-limites/8465","40.98357002058062","-8.622787544637047","1","[]","","","",""
"espinho-beach-residences","","ESPINHO BEACH RESIDENCES","ESPINHO","em_construcao","ARLIZ","T1 | T2 | T3 | T4","2026","12","2026","","","65 Apartamentos T1/T2/T3/T4","https://espinhobeachresidences.pt","41.00279747137172","-8.64483656250803","1","[]","","","",""
"light-sea","","LIGHT SEA","ESPINHO","em_construcao","GRUPO MAFAVIS","T1 | T2 | T3","2026","12","2026","","","9 Apartamentos T1/T2/T3","https://mafavis.pt/portfolio/light-sea/","41.00876586582515","-8.635710489685447","1","[]","","","",""
"the-line","","THE LINE","PORTO","em_construcao","GRUPO MAFAVIS","T2","2026","12","2026","","","Total de Frações e Tipologias: O edifício é composto por 60 apartamentos distribuídos por 6 andares. As tipologias disponíveis são exclusivamente T2.","https://mafavis.pt/portfolio/the-line/","41.16490244275441","-8.635848271097249","1","[]","","","",""
"blackwhite","","BLACK&WHITE","ESPINHO","em_construcao","SALGUEIRO PROPERTIES","T1 | T2 | T3 | T4","2026","12","2026","","","Total de Frações e Tipologias: É um edifício de 4 pisos que conta com apenas 12 apartamentos no total. As tipologias disponíveis são T1, T2, T3 e T4, incluindo uma penthouse com vista panorâmica.","https://blackwhite.pt","41.00639962337669","-8.627753231682597","1","[]","","","",""
"twins-22","","TWINS 22","ESPINHO","concluido","","T1 | T2 | T3","2025","12","2025","","","46 Apartamentos T1/T2/T3","https://twins22.pt","41.00217838827017","-8.638982350142372","1","[]","","","",""
"green-golf-villas","","GREEN GOLF VILLAS","ESPINHO","licenciado","","T3+1 | T4","2028","12","2028","","","Total de Frações e Tipologias: O condomínio é composto por apenas 9 moradias exclusivas, garantindo um ambiente de grande privacidade. As tipologias disponíveis são T3+1 e T4.","","41.14119731337355","-8.568019960489835","1","[]","","","",""
"orizon-living","","ORIZON LIVING","GONDOMAR","licenciado","SHALU INVESTMENTS","T1 A T4","2028","12","2028","","","200 Apartamentos T1 a T4 - Comercialização Réplica e Dills","https://www.shaluinvest.pt/orizon-living","41.14119731337355","-8.568019960489835","1","[{""title"":"""",""type"":""pdf"",""url"":""https://c9e3fd91-fb01-4ef3-b2b8-314822397d90.filesusr.com/ugd/da2e91_4e32f66b55274691a3bd1b6742ad0827.pdf""}]","","","",""
"lurion","","Lurion","","em_construcao","","","2028","12","2028","","","Apartamentos de T0 a T4","https://revito.pt/project/solar/","41.13324972791349","-8.599380974599644","1","[]","","","",""
"edificio-quinta-amarela","","Edificio Quinta Amarela","","concluido","","","2025","12","2025","","","14 Apartamentos T1/T2/T3/T4 - Imotolouse","https://imotolouse.pt/portfolio/quinta-amarela/","41.16380461946861","-8.626332431884752","1","[]","","","",""
"the-garden---matosinhos---colegio-efanor","","The Garden - Matosinhos - Colégio Efanor","","em_construcao","","","2027","12","2027","","","146 Apartamentos T0 a T4","https://www.jardinsefanor.pt/pages/edificio-lake/","41.18622693333881","-8.650575274212445","1","[]","","","",""
"santas-residence","","Santa´s Residence","","em_construcao","","","2027","12","2027","","","Apartamentos T2 e T3","https://jcgroup.pt/jcimobiliaria/imoveis/aguas-santas/","41.21174431980964","-8.57398568955385","1","[]","","","",""
"unique---padrao-da-legua---av-xana-gusmao","","Unique - Padrão da Légua - Av. Xana Gusmão","","em_construcao","","","2027","12","2027","","","55 Apartamentos T1 a T3","https://www.idealista.pt/empreendimento/33989967/","41.19120673838551","-8.633362131883537","1","[]","","","",""
"cais-de-leca","","Cais de Leça","","em_construcao","","","2027","12","2027","","","29 Apartamentos T1/T2","https://www.idealista.pt/empreendimento/33985409/","41.19490723468792","-8.69333716071897","1","[]","","","",""
"val-douro-palace","","Val D'Ouro Palace","","em_construcao","","","2027","12","2027","","","13 apartamentos T1 a T4 e 1 VillaT4","https://valdouropalace.com/pt/home-2/","41.14580811803748","-8.621418674214297","1","[]","","","",""
"the-view-ii","","THE VIEW II","GONDOMAR","em_construcao","RIVAGE","T3","2028","12","2028","","","29 Apartamentos T2/T3/T4
CONCLUSÃO FINAL DE 2028
TEM UM T3 CEDÊNCIA DE POSIÇÃO CONTRATUAL","https://www.rivage.pt","41.138206195174526","-8.569972660721525","1","[{""title"":"""",""type"":""pdf"",""url"":""https://s.craft.me/ajs6UBujfYS3Sq""}]","","","",""
"aurora-flower-tower","","Aurora Flower Tower","","em_construcao","","","2027","12","2027","","","124 Apartamentos T1 a T3 - 22 pisos","https://www.vizta.pt/pt/projetos/flower-tower-aurora/3616/?utm_source=google&utm_medium=cpc&utm_campaign=aurora_brand&gad_source=1&gad_campaignid=23009199109&gbraid=0AAAAACKIjOkCn8AGRlntX3SFfkkFkt9ue&gclid=Cj0KCQjwl5jHBhDHARIsAB0Yqjxj4oQD8COAenud-Az3Sfey04yxL9L35lyqLKWBOcPVg6fhXF0vtIEaAi1PEALw_wcB","41.19865562544128","-8.692305958869394","1","[]","","","",""
"oceans-residence","","Ocean´s Residence","","em_construcao","","","","","","","","Apartamentos T3","https://www.idealista.pt/empreendimento/33217139/","41.27793998144888","-8.72407064537272","1","[]","","","",""
"serpa-687","","Serpa 687","","em_construcao","","","2026","12","2026","","","Apartamentos T1","https://www.martinaarch.com/project/sp687/","41.18103519400735","-8.69118058770581","1","[]","","","",""
"pleno","","Pleno","","em_construcao","","","2027","12","2027","","","110 Apartamnetos T1 a T4","https://www.vizta.pt/pt/projetos/pleno/4051/","41.20236599443278","-8.567972789554286","1","[]","","","",""
"miramar-iv","","Miramar IV","","em_construcao","","","2027","12","2027","","","Apartamentos T1/T2/T3","https://www.sublimar.pt/edificios-residenciais/","41.11888377446066","-8.631533077860519","1","[]","","","",""
"cedofeita-271","","Cedofeita 271","","em_construcao","","","2027","12","2027","","","7 Apartamentos T0 e 1 T2","https://www.idealista.pt/empreendimento/34400011/","41.15193445457889","-8.61776491654277","1","[]","","","",""
"alvares-cabral-91","","Alvares Cabral 91","","em_construcao","","","2026","12","2026","","","8 Apartamentos  T0 e T1","https://royal-ventures.com/projects/republica-square/","41.15536864442187","-8.617731489556366","1","[]","","","",""
"ivens-734","","Ivens 734","","","","","","","","","","17 Apartamentos T1 - Rc + 4 pisos","https://royal-ventures.com/projects/ivens-matosinhos-sul/","41.18112664356008","-8.690685874212722","1","[]","","","",""
"catarina-677","","Catarina 677","","","","","","","","","","3 Apartamentos T1 e T2","https://royal-ventures.com/projects/santa-catarina/","41.15240873160375","-8.60499246072091","1","[]","","","",""
"sa-da-bandeira-3139","","Sá da Bandeira 31/39","","","","","","","","","","8 Apartamentos T0/T2/T3 + 1 comercial","https://royal-ventures.com/projects/sa-da-bandeira/","41.14665408674756","-8.610243076063638","1","[]","","","",""
"almada-631","","Almada 631","","","","","","","","","","8 apartamentos T1 e T3 Triplex","https://royal-ventures.com/projects/almada/","41.15319693753287","-8.612223618392102","1","[]","","","",""
"passos-manuel-182","","Passos Manuel 182","","concluido","","","2025","12","2025","","","7 Apartamentos T1 / T2 duplex / Penthouse - Comercializado pela Dills","https://www.idealista.pt/empreendimento/31693901/","41.14686526957011","-8.605599560721135","1","[]","","","",""
"aliados-9","","Aliados 9","","concluido","","","2025","12","2025","","","1 Apartamento T2","https://www.idealista.pt/empreendimento/34130962/","41.1472694832845","-8.611646283837771","1","[]","","","",""
"palacio-fervenca","","Palácio Fervença","","concluido","","","2025","12","2025","","","Apartamentos T1 e T2","https://www.garveturproperties.com/detalhes-do-empreendimento/apartamentos-de-luxo-em-vila-nova-de-gaia/21689481","41.13733062671569","-8.610692119804538","1","[]","","","",""
"boavista-ii","","Boavista II","","concluido","","","2025","12","2025","","","46 Apartamentos T2/T3/T4","https://www.idealista.pt/empreendimento/32458380/","41.15709128871051","-8.624737520462414","1","[]","","","",""
"pac-man-bulding","","Pac Man Bulding","","em_construcao","","","2026","12","2026","","","apartamentos T1, T2, T3 e duplex","https://www.predialmar.pt/empreendimento/pac-man-building/21119410","41.17985479694232","-8.679206874415108","1","[]","","","",""
"o2-maia","","O2 Maia","","em_construcao","","","2025","12","2025","","","54 Apartamentos T1 a T4","https://abbimoveis.com/?jsf=bricks-query-loop&tax=zona:93","41.23864454080866","-8.620794396287629","1","[]","","","",""
"serralves","","Serralves","","em_construcao","","","2027","12","2027","","","87 Apartamentos T1 a T4","https://abbimoveis.com/imobiliario-habitacao/serralves/","41.156927584760425","-8.651765329066805","1","[]","","","",""
"prisma-douro","","Prisma Douro","","em_construcao","","","2026","12","2026","","","6 Apartamento - 3 T2 e 3 T3","https://www.pfarchviz.com/pt/prisma-douro","41.148624643265855","-8.636486060922728","1","[]","","","",""
"torrinha-337","","Torrinha 337","","concluido","","","2025","12","2025","","","4 Apartamentos T1","https://www.idealista.pt/empreendimento/34509751/","41.152872951803225","-8.623475047464963","1","[]","","","",""
"villa-arpel-sao-roque","","Villa Arpel São Roque","","em_construcao","","","2026","12","2026","","","5 Apartamentos T2 e T3","https://www.idealista.pt/empreendimento/33847018/","41.16505922387608","-8.572239175316545","1","[]","","","",""
"freixo-residence","","Freixo Residence","","em_construcao","","","2026","12","2026","","","11 Apartamentos T2","https://www.idealista.pt/empreendimento/34509753/","41.1417582236252","-8.572207543200904","1","[]","","","",""
"oceanic-reserve","","Oceanic Reserve","","em_construcao","","","2027","12","2027","","","14 Residencias T3 e T4","https://www.oceanicreserve.com/en/","41.25026896346896","-8.717503774440955","1","[]","","","",""
"villas-mearim","","Villas Mearim","","em_construcao","","","2026","12","2026","","","2 Moradias T4","https://prestigerealtyadvisors.pt/imovel/moradias/matosinhos/venda/villas-mearim/","41.18355998977074","-8.685776774444362","1","[]","","","",""
"bow-136","","Bow 136","","em_construcao","","","2026","12","2026","","","8 Moradias T0 a T2 (Promotor - Formalidades)","https://prestigerealtyadvisors.pt/imovel/empreendimentos/porto/venda/bow-136/","41.1480766291095","-8.66343984560978","1","[]","","","",""
"brito-capelo-1023","","Brito Capelo 1023","","licenciado","","","2028","12","2028","","","75 Apartamentos T1 a T4","https://prestigerealtyadvisors.pt/imovel/empreendimentos/matosinhos/venda/brito-capelo-1023/","41.17906139863145","-8.689093289790566","1","[]","","","",""
"mira-douro","","Mira Douro","","concluido","","","2023","12","2023","","","54 Apartamentos T2 a T4","https://www.promiris.com/pt/projectos/","41.16054615042859","-8.588436603834941","1","[]","","","",""
"oporto-luxury-residences","","Oporto Luxury Residences","","em_construcao","","","2026","12","2026","","","84 Apartamentos T1 a T3","https://www.grupoarliz.pt/oporto-luxury-residences/","41.18023002099672","-8.582827732261805","1","[]","","","",""
"greens-vila-moura","","Greens Vila Moura","","em_construcao","","","","","","","","","https://www.garveturproperties.com/detalhes-do-empreendimento/empreendimento-greens-vilamoura-apartamentos-t2-a-t5/19762419","37.10728614237546","-8.142323603740383","1","[]","","","",""
"oriental-park","","Oriental Park","","em_construcao","","","2027","12","2027","","","18 Apartamentos T0 a T2","https://prestigerealtyadvisors.pt/imovel/apartamentos/porto/venda/oriental-park/","41.151594459593056","-8.566722564135889","1","[]","","","",""
"matsu","","Matsu","","em_construcao","","","2027","12","2027","","","15 Apartamento T1 + 2 Lojas","https://matsuporto.pt/wp-content/uploads/2025/10/MATSU-PORTO_Brochura-Digital_PT.pdf","41.156751813338325","-8.625018954219062","1","[]","","","",""
"vintage-18","","Vintage 18","","em_construcao","","","2026","12","2026","","","","https://www.vintage18.pt","41.13222328978224","-8.625819154989989","1","[]","","","",""
"kori-douro","","Kori Douro","","em_construcao","","","2026","12","2026","","","Simple Smart S1 e S2","https://douro.kori.com.pt","41.13207754360183","-8.626357537767738","1","[]","","","",""
"quinta-cravel---kori","","Quinta Cravel - Kori","","em_construcao","","","2027","12","2027","","","","https://cravel.kori.com.pt/?gad_source=1&gad_campaignid=22223823485&gbraid=0AAAAAocFJYoonkKlwyALqE-vzoveWIpd0&gclid=Cj0KCQjw9obIBhCAARIsAGHm1mQB7ELrjFX8xIIk_jqrKRmhtt-e1DrFAru9NzE4ExOFVNCawu3NOUIaAuuoEALw_wcB","41.11408571715527","-8.60131763155496","1","[]","","","",""
"casal-de-passos","","Casal de Passos","","","","","","","","","","2 Apartamentos T3","","41.16276321077935","-8.670590208487024","1","[]","","","",""
"flores","","Flores","Porto","em_construcao","Douro Habitat","","2026","12","2026","","","Francisco está a contactar mas diz que tem um stand da Chave Nova","https://www.dourohabitat.com/praca-das-flores-porto","41.156491771569364","-8.590431714223085","1","[]","","","",""
"campo-do-ouro","","Campo do Ouro","Penafiel","licenciado","MCaetano","","2028","12","2028","","","","","41.22006286914844","-8.25050196676966","1","[]","","","",""
"le-parc","","LE PARC","VILA NOVA DE GAIA","em_construcao","EFIMOVEIS","T3","2025","12","2025","4000","","ANGARIAÇÃO DE STA MARIA DA FEIRA - NUNO MIGUEL","https://admin.egorealestate.com/egocore/development/25072552","41.13093844241951","-8.647862449427462","1","[]","","","",""
"privilege","","PRIVILEGE","VILA NOVA DE GAIA","em_construcao","4A EMPREENDIMENTOS","T1 | T2 | T3 | T4","2026","4","2026","","","","https://4a.pt/empreendimentos/privilege/","41.12676720277578","-8.629419439680488","1","[]","","","",""
"smart-concept","","SMART CONCEPT","VILA NOVA DE GAIA","em_construcao","FOUR PARTNERS","Smart 1 | Smart2 | Smart 2 Duplex","2028","2","2028","","","É a junção das empresas CVM e 4A Empreendimentos","https://smartconceptgaia.pt/#local","41.13062675920475","-8.627559034562012","1","[]","","","",""
"ocean-side","","OCEAN SIDE","VILA NOVA DE GAIA","licenciado","FOUR PARTNERS","T1 | T2 | T3 | T3 DUP","","","","","","","https://4a.pt/empreendimentos/ocean-side/","41.13024596230538","-8.65335283092408","1","[]","","","",""
"evidence","","EVIDENCE","VILA NOVA DE GAIA","licenciado","FOUR PARTNERS","T1 | T2 | T3","2028","2","2028","","","","https://4a.pt/empreendimentos/evidence/","41.12640353147233","-8.63018118705627","1","[]","","","",""
"collegium-canidelo","","COLLEGIUM CANIDELO","VILA NOVA DE GAIA","em_construcao","CARFAM INVESTIMENTOS IMOBILIÁRIOS","T1 | T2 | T3","2026","4","2026","","","O Edifício Collegium é composto por um total de 34 frações nas tipologias T1, T2 e T3.","https://carfam.pt/projectos-em-desenvolvimentos/","41.12867592074932","-8.64977905140046","1","[]","","","",""
"apartamento-t1---av-premium","GPP-2025-001","APARTAMENTO T1 - AV. PREMIUM","VILA NOVA DE GAIA","em_construcao","","T1","2025","12","2025","3604","269000","Fração ""N"", correspondente a um apartamento de tipologia T1, com 58,03m2 de área bruta, 1,60m2 de pátio/varanda e 15m2 lugar de garagem, com 74,63m2 de área total de construção, localizado no 3º Andar do Prédio, orientação solar nascente, com entrada pela Avenida da República nº 2408, Vila Nova de Gaia.

Condições de Pagamento:

20% - CPCV (venda de bem futuro)

80% - Escritura","","41.11708188512236","-8.606825545756307","0","[{""title"":""Descrição"",""type"":""pdf"",""url"":""https://s.craft.me/0A1BGv0BlzyjKM""},{""title"":""Documentação"",""type"":""pdf"",""url"":""https://s.craft.me/T94EVNtsOoXNx3""},{""title"":""Fotos"",""type"":""pdf"",""url"":""https://s.craft.me/qGNjnzmHi1HMSE""}]","","","",""
"apartamento-t3","APA_53911","APARTAMENTO T3","PORTO","concluido","","T3","2025","11","2025","3967","365000","Apartamento T3 novo
2 suites 
1 quarto
sala e cozinha em open space
Cozinha totalmente equipada
Ar condicionado
Aspiração Central

Tem aparcamento para 1 viatura no  exterior.","https://www.garveturproperties.com/detalhes-do-imovel/apartamento-t3-novo-em-ramalde-porto/24795389","41.172637510091","-8.652321918771056","0","[{""title"":""Documentação"",""type"":""pdf"",""url"":""https://s.craft.me/76p9wANS0k9Ava""},{""title"":""Fotos"",""type"":""pdf"",""url"":""https://s.craft.me/f5GIs5MmawmH7T""}]","","","",""
"apartamento-t1---av-de-gaia-no-green-house","APA_53244","APARTAMENTO T1 - AV. DE GAIA no GREEN HOUSE","VILA NOVA DE GAIA","em_construcao","","T1","2026","7","2026","5564","285990","Empreendimento Green House - 20 frações
T1 no Quarto Piso - Fração Q - 4.4
Sala e cozinha em open space
varanda 8,34
Ar condicionado
Cozinha equipada
Bomba de Calor
Painéis Fotovoltaicos
1 lugar de estacionamento
Jardim comum com 565m2
Conclusão Julho 2026
Cedência de posição","https://www.garveturproperties.com/detalhes-do-imovel/apartamento-t1-em-localizacao-privilegiada-vila-nova-de-gaia/23068610","41.127191519453355","-8.606994221005051","0","[{""title"":""documentação e fotos"",""type"":""pdf"",""url"":""https://s.craft.me/UZupcCBsd6ebYL""}]","","","",""
"ang-ang_1765991595271","APA_52762","Apartamento Dup. T3 - Canide Norte","Vila Nova de Gaia","concluido","","","","","","8080","1090000","Áreas:
Área Bruta Privativa: 134,9 m2
Terraço: 141,6 m2
Garagens: 65,9 m2
Área bruta Total: 342,40 m2

O Apartamento faz uso das seguintes características:
- 1 Garagem fechada para 2 carros
- 3 suites (quartos com WC privado e completos);
- 1 WC de serviço - Hall de entrada;
- Sala com recuperador de calor;
- Cozinha completamente equipada;
- Varanda extensa com aproveitamento completo;
- Ar condicionado por conduta em todas as divisões com função de quente/frio/desumidificador;
- Roupeiros embutidos com iluminação automática;
- Sistema de domótica que permite controlar/gerir a climatização, a iluminação e estores;
- Vídeo porteiro (capta fotografia das visitas).","https://www.garveturproperties.com/detalhes-do-imovel/apartamento-t3-penthouse-com-piscina-privativa-no-canidelo-vila-nova-de-gaia/21648306","41.116037912106925","-8.661272616920101","0","[]","","","",""
"ang-ang_1765995329577","HAB_52909","Moradia T4 na Rua do Pinheiro Manso","Porto","concluido","","","","","","10599","2300000","","https://www.garveturproperties.com/detalhes-do-imovel/moradia-isolada-de-prestigio-com-arquitetura-dos-anos-60-no-porto/21766465","41.16225753811006","-8.6527492880814","0","[]","","","",""
